ID,实例名,状态,地域,可用区,实例类型,实例规格,CPU(核数),内存(GB),GPU(卡数),操作系统,镜像Id,带宽(Mbps),主IPv4公网IP,主IPv4内网IP,主IPv4RdmaIP,主IPv6地址,系统盘类型,系统盘大小(GiB),VpcId,Vpc名称,子网Id,子网名称,网络类型,创建时间,到期时间,实例计费模式,网络计费模式,所属项目,专用宿主机ID,置放群组ID,高性能计算集群ID,数据盘_0_类型,数据盘_0_大小（GiB）,数据盘_1_类型,数据盘_1_大小（GiB）,数据盘_2_类型,数据盘_2_大小（GiB）,数据盘_3_类型,数据盘_3_大小（GiB）,标签_with-snapshot
ins-lv2l1irr,TCVMBE0055,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.122,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 10:51:53,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-pnpffghz,TCVMBE0056,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.145,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 10:51:56,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-gdt352qx,TCVMBE0052,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.116,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 10:51:58,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,150,,,,,,,
ins-dhxwp7if,TCVMBE0061,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.64,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:21:42,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-5u085f8j,TCVMBE0063,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.48,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:21:46,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-812cstl1,TCVMBE0065,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.66,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:21:51,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-k7msxowf,TCVMBE0060,运行中,上海,上海五区,标准型S5,S5.6XLARGE48,24,48,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.126,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:21:54,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-rzcydvcx,TCVMBE0064,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.76,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:21:54,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-569ns6g7,TCVMBE0067,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.120,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:21:55,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-3euon63n,TCVMBE0059,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.12,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:28:29,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-4bn0kua7,TCVMBE0066,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.69,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:28:38,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-n8vg3iw9,TCVMBE0062,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.119,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:28:39,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-ht0mr30r,TCVMBE0068,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.110,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:28:40,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-2zt3yy2p,TCVMBE0070,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.61,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:31:43,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-jny5z5l5,TCVMBE0072,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.118,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:31:44,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,100,,,,,
ins-edasqhgj,TCVMBE0071,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.92,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:31:45,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-eq36mksl,TCVMBE0073,运行中,上海,上海五区,标准型S5,S5.6XLARGE48,24,48,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.134,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-28 15:31:47,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-4n153moz,TCVMBE0069,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.93,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-05-29 13:55:09,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-bf0f7k6f,TCVMZY0030,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.87.27,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-29 17:48:21,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,600,CLOUD_PREMIUM,300,,,,,
ins-qv3hojmp,TCVMZY0038,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.87.41,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-29 17:49:16,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-o4nuehnx,TCVMZY0036,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.87.33,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-29 17:49:23,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-hgqsn7zb,TCVMZY0037,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.19,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-29 17:49:28,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-mu5kdc4j,TCVMZY0035,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.87.32,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-29 17:49:28,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-cz8u9b67,TCVMZY0033,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.87.46,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-29 17:49:29,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,100,,,,,
ins-jg930cjl,TCVMZY0047,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.24,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:46,,CDC计费,,默认项目,,,,,,,,,,,,
ins-ft2lhj57,TCVMZY0034,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.87.47,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:46,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,CLOUD_PREMIUM,500,,,,,
ins-651jukzz,TCVMZY0040,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.48,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:49,,CDC计费,,默认项目,,,,,,,,,,,,
ins-3y5dx7fp,TCVMZY0045,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.87.39,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:52,,CDC计费,,默认项目,,,,,,,,,,,,
ins-bj4q6kch,TCVMZY0041,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.49,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:52,,CDC计费,,默认项目,,,,,,,,,,,,
ins-mtl21rnr,TCVMZY0043,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.38,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:52,,CDC计费,,默认项目,,,,,,,,,,,,
ins-iv9s5jxp,TCVMZY0031,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.87.30,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:53,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,200,,,,,
ins-0wlkw4rt,TCVMZY0044,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.87.37,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:53,,CDC计费,,默认项目,,,,,,,,,,,,
ins-dtqgdj9n,TCVMZY0032,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.87.34,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:54,,CDC计费,,默认项目,,,,,,,,,,,,
ins-386w9jpp,TCVMZY0042,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.40,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:20:55,,CDC计费,,默认项目,,,,,,,,,,,,
ins-qbxahzj5,TCVMZY0046,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Windows Server 2016 数据中心版 64位中文版,img-fu9kcou9,0Mbps,,10.82.87.45,,,CLOUD_PREMIUM,200,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-05-30 11:30:10,,CDC计费,,默认项目,,,,,,,,,,,,
ins-4a8hdmyz,TCVMBB0016,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.76.5,,,CLOUD_PREMIUM,200,vpc-8z15k19k,TVPCBB0002,subnet-7c81o3bv,TIPSBB0004,TVPCBB0002,2024-05-30 16:27:05,,CDC计费,,默认项目,,,,,,,,,,,,
ins-epuv0x67,TCVMBB0015,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.76.48,,,CLOUD_PREMIUM,50,vpc-8z15k19k,TVPCBB0002,subnet-7c81o3bv,TIPSBB0004,TVPCBB0002,2024-05-30 16:27:27,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,200,,,,,
ins-na2rkrq9,TCVMGF0021,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.52.7,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-05-31 15:35:12,,CDC计费,,默认项目,,,,,,,,,,,,
ins-rapq6r3f,TCVMGF0020,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.52.6,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-05-31 15:35:13,,CDC计费,,默认项目,,,,,,,,,,,,
ins-204u3zif,TCVMGF0019,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-bw8cgm7j,0Mbps,,10.82.52.3,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-05-31 15:35:20,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,50,,,,,
ins-75u2d6mf,TCVMBJ0003,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.5.17,,,CLOUD_PREMIUM,50,vpc-7f9lf13a,TVPCBJ0001,subnet-gf0m3b6d,TIPSBJ0009,TVPCBJ0001,2024-05-31 17:07:18,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,800,CLOUD_PREMIUM,1600,,,,,
ins-as23msvd,TCVMBJ0001,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.5.13,,,CLOUD_PREMIUM,50,vpc-7f9lf13a,TVPCBJ0001,subnet-gf0m3b6d,TIPSBJ0009,TVPCBJ0001,2024-05-31 17:07:21,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,300,,,,,,,
ins-m2y171zb,TCVMBJ0002,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.5.8,,,CLOUD_PREMIUM,50,vpc-7f9lf13a,TVPCBJ0001,subnet-gf0m3b6d,TIPSBJ0009,TVPCBJ0001,2024-05-31 17:08:02,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,1600,CLOUD_PREMIUM,800,,,,,
ins-bjmvif9j,TCVMDC0001,运行中,上海,上海五区,标准型SA3,SA3.LARGE8,4,8,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.99.44,,,CLOUD_SSD,100,vpc-0n3h38qw,TVPCBG0001,subnet-qlgen6zf,TIPSBG0001,TVPCBG0001,2024-06-04 11:18:16,,CDC计费,,默认项目,,,,,,,,,,,,
ins-kxu41eqt,TCVMBQ0001,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-cchp5vnp,0Mbps,,10.82.51.2,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-06-04 14:50:17,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-3c8cjzxh,TCVMBQ0002,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-cchp5vnp,0Mbps,,10.82.51.10,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-06-04 14:50:19,,CDC计费,,默认项目,,,,,,,,,,,,
ins-b4cwow2r,TCVMBQ0004,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.51.12,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-06-05 11:59:13,,CDC计费,,默认项目,,,,,,,,,,,,
ins-kuuvra23,TCVMBQ0006,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-bw8cgm7j,0Mbps,,10.82.51.4,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-06-05 11:59:14,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-8x5bvvkd,TCVMBQ0005,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.51.6,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-06-05 11:59:16,,CDC计费,,默认项目,,,,,,,,,,,,
ins-4be2p38h,TCVMBQ0003,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.51.17,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-06-05 11:59:17,,CDC计费,,默认项目,,,,,,,,,,,,
ins-de1i67bf,TCVMGC0022,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.70.18,,,CLOUD_PREMIUM,50,vpc-51hral6s,TVPCGC0001,subnet-6qy8kcfr,TIPSGC0005,TVPCGC0001,2024-06-07 08:46:22,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-18x1il57,TCVMGC0023,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.70.37,,,CLOUD_PREMIUM,50,vpc-51hral6s,TVPCGC0001,subnet-6qy8kcfr,TIPSGC0005,TVPCGC0001,2024-06-07 08:46:27,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,500,,,,,
ins-2ojzg3xr,TCVMZY0049,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.87.42,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-06-07 13:47:24,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,100,,,,,
ins-5b6oqrqf,TCVMZY0048,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.87.80,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-06-07 13:49:11,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,100,,,,,
ins-gw7q7mqt,TCVMZY0050,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Ubuntu Server 22.04 LTS 64位,img-487zeit5,0Mbps,,10.82.87.143,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-06-07 13:49:16,,CDC计费,,默认项目,,,,,,,,,,,,
ins-80eo0mxt,TCVMGF0022,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-bw8cgm7j,0Mbps,,10.82.52.17,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-06-07 14:55:13,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,50,,,,,
ins-jfj2eynh,TCVMGF0024,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.52.5,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-06-07 15:07:14,,CDC计费,,默认项目,,,,,,,,,,,,
ins-mwt2nsyt,TCVMGF0025,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.52.10,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-06-07 15:07:15,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,50,,,,,
ins-j82eqxyf,TCVMGF0023,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.52.8,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-06-07 15:07:17,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,50,,,,,
ins-jc3dpq89,TCVMBZ0005,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.86.13,,,CLOUD_PREMIUM,50,vpc-qtsjhlka,TVPCBZ0001,subnet-at8kznjx,TIPSBZ0005,TVPCBZ0001,2024-06-11 11:11:15,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,500,,,,,
ins-p55sbn9f,TCVMBZ0006,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.86.4,,,CLOUD_PREMIUM,50,vpc-qtsjhlka,TVPCBZ0001,subnet-at8kznjx,TIPSBZ0005,TVPCBZ0001,2024-06-11 11:22:03,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,500,,,,,
ins-n8vyla69,TCVMGC0024,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.70.19,,,CLOUD_PREMIUM,100,vpc-51hral6s,TVPCGC0001,subnet-6qy8kcfr,TIPSGC0005,TVPCGC0001,2024-06-11 11:50:16,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-8tadxcvh,TCVMGC0026,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.70.31,,,CLOUD_PREMIUM,100,vpc-51hral6s,TVPCGC0001,subnet-6qy8kcfr,TIPSGC0005,TVPCGC0001,2024-06-11 11:50:18,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-m30sedab,TCVMGC0025,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.70.45,,,CLOUD_PREMIUM,100,vpc-51hral6s,TVPCGC0001,subnet-6qy8kcfr,TIPSGC0005,TVPCGC0001,2024-06-11 11:50:20,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,200,,,,,
