ID,实例名,状态,地域,可用区,实例类型,实例规格,CPU(核数),内存(GB),GPU(卡数),操作系统,镜像Id,带宽(Mbps),主IPv4公网IP,主IPv4内网IP,主IPv4RdmaIP,主IPv6地址,系统盘类型,系统盘大小(GiB),VpcId,Vpc名称,子网Id,子网名称,网络类型,创建时间,到期时间,实例计费模式,网络计费模式,所属项目,专用宿主机ID,置放群组ID,高性能计算集群ID,数据盘_0_类型,数据盘_0_大小（GiB）,数据盘_1_类型,数据盘_1_大小（GiB）,数据盘_2_类型,数据盘_2_大小（GiB）,数据盘_3_类型,数据盘_3_大小（GiB）,标签_with-snapshot
ins-qg1ugcap,TCVMBE0076,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-4wuzf0b3,0Mbps,,10.82.83.6,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-08 14:09:22,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,50,,,,,
ins-74lmiwrp,TCVMBE0075,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-4wuzf0b3,0Mbps,,10.82.83.17,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-08 14:09:40,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,100,,,,,
ins-2eucf4g1,TCVMBE0077,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-rm213h7z,0Mbps,,10.82.83.5,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-08 14:54:22,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,100,,,,,
ins-aob96zhj,TCVMBE0078,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.83.7,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-08 14:54:24,,CDC计费,,默认项目,,,,,,,,,,,,
ins-gjwezqcn,TCVMBE0080,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.83.11,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 15:11:19,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,50,,,,,
ins-p7x1uton,TCVMBE0079,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-rcxh7tl3,0Mbps,,10.82.83.10,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 15:11:19,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-7xfgmbnt,TCVMBE0082,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.83.2,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 15:57:27,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,300,,,,,,,
ins-i45qmluv,TCVMBE0083,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.83.16,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 15:57:28,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-izp30g1z,TCVMBE0085,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.83.15,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 15:57:36,,CDC计费,,默认项目,,,,,,,,,,,,
ins-fkv02cyv,TCVMBE0086,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.83.8,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 15:57:39,,CDC计费,,默认项目,,,,,,,,,,,,
ins-0bylif6p,TCVMBE0084,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.83.12,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 15:57:51,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,500,,,,,
ins-lii9ruyt,TCVMBE0090,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.83.22,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 16:02:25,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-n9ky1si5,TCVMBE0089,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-4w6lypin,0Mbps,,10.82.83.46,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 16:02:27,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-980dvpon,TCVMBE0088,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-4w6lypin,0Mbps,,10.82.83.28,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-09 16:02:29,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-00i45ri9,TCVMZY0054,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Windows Server 2016 数据中心版 64位中文版,img-fu9kcou9,0Mbps,,10.82.87.68,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-08-12 13:02:20,,CDC计费,,默认项目,,,,,,,,,,,,
ins-69reapd3,TCVMBE0081,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.83.48,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-15 08:56:12,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-ggzwsso5,TCVMBE0087,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.83.42,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-15 08:56:29,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,800,CLOUD_PREMIUM,400,,,,,
ins-j7300ftb,TCVMBX0011,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.71.18,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2024-08-28 16:20:17,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-kn8d67u5,TCVMBX0009,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.71.48,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2024-08-28 16:20:20,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-hnvr8xhr,TCVMBX0010,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.71.31,,,CLOUD_PREMIUM,50,vpc-qaz6tjm2,TVPCBX0001,subnet-qxu1xuyb,TIPSBX0015,TVPCBX0001,2024-08-28 16:20:22,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,50,CLOUD_PREMIUM,200,,,
ins-mpwi6bzd,TCVMBE0099,运行中,上海,上海五区,标准型S5,S5.MEDIUM4,2,4,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.83.23,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-09-02 09:40:52,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-i3v98pm3,TCVMBE0101,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.83.43,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-09-02 09:40:53,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,CLOUD_PREMIUM,200,,,,,
ins-acfgzsdf,TCVMBE0103,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.83.40,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-09-02 09:40:53,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-q0jnjw1z,TCVMBE0098,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.83.39,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-09-02 09:40:53,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,500,,,,,
ins-n1iqlpin,TCVMBE0100,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.83.30,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-09-02 09:40:54,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-d61kd1rh,TCVMBE0104,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.83.20,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-09-02 09:40:56,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-13jsaekt,TCVMBE0102,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.83.37,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-09-02 09:40:56,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-ki8y5b8j,TCVMBE0097,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.83.24,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-09-02 09:40:56,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,200,,,,,
ins-6dyx1ngp,TCVMBZ0011,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-b24loz47,0Mbps,,10.82.86.10,,,CLOUD_PREMIUM,50,vpc-qtsjhlka,TVPCBZ0001,subnet-at8kznjx,TIPSBZ0005,TVPCBZ0001,2024-09-03 10:26:24,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,500,,,,,
ins-oduhh3t9,TCVMBZ0012,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.86.8,,,CLOUD_PREMIUM,50,vpc-qtsjhlka,TVPCBZ0001,subnet-at8kznjx,TIPSBZ0005,TVPCBZ0001,2024-09-03 10:26:24,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-pjq9c419,TCVMBE0105,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-rcxh7tl3,0Mbps,,10.82.82.68,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-09-03 14:54:19,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,300,,,,,,,
ins-q7xgrdph,TCVMBE0108,运行中,上海,上海五区,标准型S5,S5.4XLARGE32,16,32,0,CentOS 7.6 64位,img-rcxh7tl3,0Mbps,,10.82.82.124,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-09-05 14:39:13,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-j3vhwv5v,TCVMBE0107,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-rcxh7tl3,0Mbps,,10.82.82.140,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-09-05 14:39:13,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-f5coxzzf,TCVMBE0106,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-rcxh7tl3,0Mbps,,10.82.82.56,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-09-05 14:39:13,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-h096zbd9,TCVM1N0002,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.101.3,,,CLOUD_PREMIUM,50,vpc-7uu0bdty,TVPC1N0001,subnet-k5umw711,TIPS1N0027,TVPC1N0001,2024-10-21 13:40:31,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-6mirk2g5,TCVM1N0004,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.101.15,,,CLOUD_PREMIUM,50,vpc-7uu0bdty,TVPC1N0001,subnet-k5umw711,TIPS1N0027,TVPC1N0001,2024-10-21 13:40:31,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,300,,,,,
ins-11ab3pup,TCVM1N0003,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.101.8,,,CLOUD_PREMIUM,50,vpc-7uu0bdty,TVPC1N0001,subnet-k5umw711,TIPS1N0027,TVPC1N0001,2024-10-21 13:40:33,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-kudvldtb,TCVM1N0001,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.101.6,,,CLOUD_PREMIUM,50,vpc-7uu0bdty,TVPC1N0001,subnet-k5umw711,TIPS1N0027,TVPC1N0001,2024-10-21 13:40:34,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-8gnwpw0b,TCVMBE0110,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-4w6lypin,0Mbps,,10.82.83.9,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-10-21 15:08:36,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-cpux8ln1,TCVMBE0111,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.83.47,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-10-21 15:08:43,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-rymcu6fb,TCVMBE0112,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-4wuzf0b3,0Mbps,,10.82.83.26,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-10-21 15:08:43,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-iqwt440x,TCVMBE0109,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-4w6lypin,0Mbps,,10.82.83.33,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-10-21 15:08:46,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-pkhb0avh,TCVMBE0113,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.83.27,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-10-21 15:08:46,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-3r8r04kt,TCVMGF0037,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.52.21,,,CLOUD_PREMIUM,100,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-10-28 15:33:17,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-ib1xlv6p,TCVMBE0115,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.82.58,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-10-28 16:59:20,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-dloyb73d,TCVMBE0114,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-4wuzf0b3,0Mbps,,10.82.82.74,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-10-28 16:59:27,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,500,,,,,
ins-8vrewbmp,TCVMJT0015,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-asr6jzz9,0Mbps,,10.82.61.29,,,CLOUD_PREMIUM,100,vpc-1xs708ni,TVPCJT0001,subnet-3phrh7jr,TIPSJT0014,TVPCJT0001,2024-10-30 13:44:22,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-odkhsf0t,TCVMJT0016,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位,img-rcxh7tl3,0Mbps,,10.82.61.42,,,CLOUD_PREMIUM,50,vpc-1xs708ni,TVPCJT0001,subnet-3phrh7jr,TIPSJT0014,TVPCJT0001,2024-10-30 13:50:15,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-nx9g5bb5,TCVMJT0017,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.67.11,,,CLOUD_PREMIUM,50,vpc-dox82o3u,TVPCJT0002,subnet-ezza0v25,TIPSJT0015,TVPCJT0002,2024-11-01 15:03:20,,CDC计费,,默认项目,,,,,,,,,,,,
ins-8lkha58p,TCVMJT0018,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.67.9,,,CLOUD_PREMIUM,50,vpc-dox82o3u,TVPCJT0002,subnet-ezza0v25,TIPSJT0015,TVPCJT0002,2024-11-01 15:03:20,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-dqaqey75,TCVMBE0120,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.82.136,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-11-01 15:47:23,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-3afcv1b5,TCVMBE0119,已关机,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.82.115,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-11-01 15:47:27,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-8k3anl67,TCVMBE0124,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.82.127,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-11-01 15:47:30,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-j3eb2x1f,TCVMBE0122,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.82.94,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-11-01 15:47:33,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-0rqujm13,TCVMBE0125,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.82.97,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-11-01 15:47:36,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-8devifwl,TCVMBE0118,已关机,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 6.10 64位,img-b24loz47,0Mbps,,10.82.82.21,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-11-01 15:47:38,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,200,,,,,
ins-m5e7oqqv,TCVMBE0121,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.82.135,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-11-01 15:47:39,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,200,,,,,
ins-gw8cucwb,TCVMBE0126,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.82.131,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-11-01 15:55:45,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-r4gupvm7,TCVMBE0128,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-asr6jzz9,0Mbps,,10.82.82.55,,,CLOUD_PREMIUM,50,vpc-9uelwihs,PVPCBE0013,subnet-cvsctan1,TIPSBE0026,PVPCBE0013,2024-11-01 15:58:30,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-hs2440bl,TCVMGF0038,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Windows Server 2016 数据中心版 64位中文版,img-fu9kcou9,0Mbps,,10.82.66.37,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-11-05 18:25:16,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-78i283nv,TCVMGF0055,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.66.33,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-11-12 11:23:32,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-pla9ylft,TCVMGF0054,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.66.43,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-11-12 11:23:34,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-88rbk2vb,TCVMBE0130,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.75.15,,,CLOUD_PREMIUM,50,vpc-rkxf6bgu,TVPCBE0001,subnet-q2j3cmd3,TIPSBE0029,TVPCBE0001,2024-11-14 13:46:26,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
